# Species data from IUCN (http://www.iucnredlist.org/)
# Climate and altitude data from worldclim (http://worldclim.org/)
lon;lat;sp.rich;prec1;prec2;prec3;prec4;prec5;prec6;prec7;prec8;prec9;prec10;prec11;prec12;tavg1;tavg2;tavg3;tavg4;tavg5;tavg6;tavg7;tavg8;tavg9;tavg10;tavg11;tavg12;altitude
67.5;57.5;49;24;17;18;24;41;60;80;67;46;38;34;29;-17.1362495422363;-15.7475004196167;-7.04724979400635;3.22900009155273;10.0819997787476;16.4077491760254;18.1337509155273;15.0115003585815;9.65050029754639;1.21625006198883;-8.3080005645752;-14.3500003814697;80
72.5;57.5;46;21;14;15;23;41;63;66;70;48;39;32;24;-17.3862495422363;-16.1175003051758;-7.39449977874756;2.41875004768372;9.51725006103516;15.9069995880127;18.1909999847412;14.7347497940063;9.00500011444092;1.20325005054474;-9.02600002288818;-14.9207496643066;62
77.5;57.5;44;26;18;15;23;47;63;70;74;48;42;34;30;-18.3827495574951;-16.746000289917;-8.46125030517578;1.19400000572205;8.7167501449585;15.4034996032715;18.0594997406006;14.4449996948242;8.36924934387207;0.563000023365021;-9.77750015258789;-15.9437503814697;135
82.5;57.5;46;24;15;15;26;47;60;68;70;48;44;36;29;-18.4074993133545;-16.8897495269775;-8.45800018310547;0.848249971866608;8.07925033569336;15.3889999389648;18.3279991149902;14.8140001296997;8.70425033569336;0.380250006914139;-9.6564998626709;-15.972749710083;111
87.5;57.5;45;22;16;17;27;46;62;65;70;46;45;36;29;-18.0537509918213;-17.1307506561279;-8.34299945831299;0.376249998807907;8.03674983978271;15.0740003585815;18.0915012359619;14.60325050354;8.33724975585938;0.0562500022351742;-9.80099964141846;-15.7135000228882;170
92.5;57.5;50;21;14;15;27;42;54;62;68;44;44;37;28;-18.710750579834;-16.3810005187988;-8.61100006103516;-0.16975000500679;7.69374990463257;14.5067501068115;17.8529987335205;14.4537496566772;7.81075000762939;-0.678749978542328;-9.95674991607666;-16.277250289917;222
97.5;57.5;49;22;17;16;25;35;43;60;63;42;38;36;27;-22.0132503509521;-19.5879993438721;-9.75949954986572;-0.513999998569489;7.55249977111816;14.9782495498657;17.7952499389648;14.3102502822876;7.35900020599365;-2.14225006103516;-11.1105003356934;-18.9537506103516;273
102.5;57.5;48;17;13;13;25;36;45;60;61;37;34;29;24;-22.9772491455078;-19.4427490234375;-10.9772500991821;-1.31924998760223;6.66200017929077;14.6265001296997;17.3512496948242;14.0652503967285;6.49749994277954;-2.59400010108948;-12.517749786377;-22.0117492675781;454
107.5;57.5;45;15;11;9;16;34;47;72;69;41;25;23;22;-26.5974998474121;-23.0729999542236;-15.3424997329712;-2.7722499370575;6.0792498588562;13.8699998855591;16.611499786377;13.6855001449585;6.10274982452393;-3.41175007820129;-15.0885000228882;-23.2180004119873;398
112.5;57.5;39;15;11;11;19;40;62;84;80;52;30;22;19;-28.9575004577637;-24.8082504272461;-14.9792499542236;-4.90625;3.88549995422363;12.6862497329712;16.0572490692139;13.1695003509521;4.82499980926514;-4.70625019073486;-17.2045001983643;-26.3707504272461;753
117.5;57.5;38;5;5;8;22;49;89;103;90;60;23;9;7;-28.0359992980957;-26.8899993896484;-19.6237506866455;-10.5059995651245;-0.255499988794327;8.63449954986572;12.5817499160767;9.91499996185303;0.703999996185303;-10.0749998092651;-20.7430000305176;-26.6634998321533;1378
122.5;57.5;33;12;9;14;25;49;90;109;95;67;34;16;13;-31.3907508850098;-27.488000869751;-19.5287494659424;-8.91324996948242;1.63650000095367;10.9834995269775;14.1684999465942;11.3745002746582;3.09599995613098;-9.06949996948242;-23.1572494506836;-30.3880004882812;1033
127.5;57.5;34;12;11;17;30;51;100;114;104;76;39;20;16;-32.0379981994629;-30.3087501525879;-21.8792495727539;-10.2622499465942;0.246999993920326;9.37674999237061;12.6129999160767;10.0052499771118;2.16700005531311;-10.3617496490479;-24.5337505340576;-29.9092502593994;1270
132.5;57.5;35;14;9;12;26;49;68;88;85;62;43;18;14;-34.1870002746582;-30.6564998626709;-21.8640003204346;-7.97049999237061;2.59200000762939;11.0530004501343;13.9095001220703;11.0717496871948;3.46300005912781;-9.62674999237061;-25.3274993896484;-33.3912506103516;877
137.5;57.5;31;22;16;21;34;59;66;108;115;98;71;30;24;-31.8449993133545;-29.0389995574951;-19.8857498168945;-7.84549999237061;0.29025000333786;10.2847499847412;13.3267498016357;10.5854997634888;3.36325001716614;-9.14850044250488;-24.0044994354248;-31.4659996032715;841
157.5;57.5;23;18;16;14;18;28;44;60;75;61;65;60;29;-15.8190002441406;-15.2922496795654;-11.9047498703003;-5.10375022888184;2.58325004577637;9.98124980926514;12.2744998931885;11.585000038147;7.36525011062622;1.49699997901917;-7.33650016784668;-12.8319997787476;164
162.5;57.5;26;65;56;50;31;33;40;48;74;58;70;67;61;-15.1409997940063;-13.8404998779297;-10.4417495727539;-4.08524990081787;0.887000024318695;8.27649974822998;13.0107498168945;12.0705003738403;8.16149997711182;1.2647500038147;-7.72424983978271;-13.4925003051758;96
-172.5;52.5;0;103;104;92;82;80;58;56;75;105;149;140;126;0.736363649368286;0.5672727227211;0.190909087657928;0.403636366128922;2.33363628387451;5.55000019073486;8.38818168640137;9.47636318206787;7.84363651275635;4.97636365890503;3.51727271080017;1.20181822776794;239
-127.5;52.5;39;328;256;214;181;144;127;100;124;221;382;359;346;-2.3006579875946;-0.112500004470348;0.758552610874176;3.80394744873047;6.92828941345215;9.62927627563477;12.6052627563477;13.7417764663696;10.8611841201782;6.30394744873047;0.686184227466583;-1.82598686218262;593
-122.5;52.5;52;38;18;17;20;36;60;54;46;37;35;40;37;-8.72125053405762;-4.50850009918213;0.265500009059906;5.37550020217896;10.0150003433228;13.5430002212524;15.9914999008179;15.7347497940063;10.9722499847412;5.37550020217896;-1.77250003814697;-6.8897500038147;782
-117.5;52.5;52;66;50;56;42;57;86;94;89;65;67;73;53;-12.1735000610352;-10.2414999008179;-7.87900018692017;-3.41950011253357;1.91474997997284;6.16625022888184;9.20549964904785;9.8149995803833;5.16174983978271;-0.474000006914139;-7.34250020980835;-12.8072500228882;2076
-112.5;52.5;42;21;14;19;24;46;82;81;56;40;20;21;18;-13.3175001144409;-9.71599960327148;-4.48099994659424;4.21374988555908;10.3909997940063;14.5247497558594;16.6470012664795;15.9589996337891;10.6754999160767;4.79300022125244;-4.84899997711182;-10.9557504653931;766
-107.5;52.5;49;17;10;16;31;49;66;75;51;39;22;19;15;-16.4427509307861;-12.8717498779297;-5.59299993515015;4.3144998550415;11.4707498550415;16.1592502593994;18.0377502441406;17.3627510070801;11.4212503433228;4.56150007247925;-5.97774982452393;-14.3190002441406;510
-102.5;52.5;47;20;17;24;27;53;81;85;64;53;31;23;23;-18.5602493286133;-14.0702495574951;-7.89324998855591;1.31825006008148;9.0917501449585;14.3377494812012;16.8610000610352;15.6090002059937;9.88000011444092;3.18099999427795;-7.03574991226196;-15.6284999847412;554
-97.5;52.5;36;20;14;26;23;47;64;58;74;63;49;32;22;-19.1809997558594;-16.6747512817383;-9.64900016784668;-0.842249989509583;4.74100017547607;12.981499671936;17.7770004272461;17.9064998626709;11.7952499389648;5.14949989318848;-4.85150003433228;-15.081000328064;215
-92.5;52.5;40;28;21;29;33;56;87;95;90;82;58;44;32;-21.5472507476807;-17.3794994354248;-9.86275005340576;-0.360750019550323;7.87650012969971;13.6844997406006;17.6552505493164;15.688250541687;8.91899967193604;1.96850001811981;-8.13675022125244;-17.9274997711182;361
-87.5;52.5;37;33;23;28;42;54;83;98;92;89;61;53;35;-22.5;-19.5002498626709;-12.1132497787476;-2.18899989128113;6.14799976348877;12.4082498550415;16.070499420166;13.88450050354;8.47224998474121;1.94449996948242;-7.72125005722046;-18.1310005187988;248
-82.5;52.5;34;30;27;20;25;37;80;96;77;74;59;39;32;-22.6927509307861;-20.2977504730225;-12.9347496032715;-2.92875003814697;6.86975002288818;12.8800001144409;16.089750289917;15.1905002593994;9.76700019836426;3.33550000190735;-5.63124990463257;-16.7857494354248;28
-77.5;52.5;31;37;24;32;33;49;72;90;91;106;89;71;47;-21.0214996337891;-19.7485008239746;-12.1964998245239;-2.82524991035461;6.57550001144409;12.6944999694824;15.9397497177124;14.5100002288818;8.91699981689453;2.91775012016296;-4.78350019454956;-14.9969997406006;170
-72.5;52.5;29;50;41;43;41;60;90;112;114;102;74;71;63;-22.5834999084473;-20.5179996490479;-13.8664999008179;-4.31874990463257;5.19374990463257;12.1750001907349;15.3400001525879;13.6205005645752;7.67724990844727;1.26524996757507;-6.62225008010864;-16.7252502441406;467
-67.5;52.5;32;54;41;54;49;60;90;125;105;113;76;72;63;-23.0615005493164;-20.9162502288818;-13.7757501602173;-5.25400018692017;3.08750009536743;10.4355001449585;13.6282501220703;12.1792497634888;6.56199979782104;-0.186499997973442;-8.49575042724609;-18.7542495727539;605
-62.5;52.5;31;68;59;76;64;72;93;116;111;100;101;93;84;-19.8167495727539;-18.1159992218018;-11.2329998016357;-3.67249989509583;3.05874991416931;9.56375026702881;13.237250328064;12.3062496185303;7.09924983978271;0.876250028610229;-6.36124992370605;-15.3552503585815;465
-57.5;52.5;35;90;80;83;56;74;104;107;107;98;95;89;98;-15.1765003204346;-14.0077505111694;-9.01624965667725;-2.73950004577637;2.59375;8.74174976348877;12.0252504348755;11.7790002822876;7.65199995040894;2.20624995231628;-3.65825009346008;-10.8155002593994;333
-7.5;52.5;23;116;95;83;65;72;64;62;87;85;111;105;113;5.30450010299683;5.55249977111816;6.8585000038147;8.3105001449585;11.08899974823;13.6420001983643;15.6230001449585;15.3149995803833;13.1472501754761;10.2682504653931;7.33825016021729;6.03025007247925;97
-2.5;52.5;38;94;67;76;61;60;72;61;78;81;88;95;98;3.77600002288818;3.43950009346008;5.46299982070923;7.52775001525879;10.8374996185303;13.6934995651245;15.9852504730225;15.4209995269775;12.8324995040894;9.54850006103516;6.26074981689453;4.53949975967407;123
7.5;52.5;48;68;51;55;45;56;67;79;79;65;63;65;71;1.93075001239777;2.22425007820129;5.14624977111816;8.26224994659424;13.0474996566772;15.625;17.4190006256104;17.1984996795654;13.7720003128052;9.7194995880127;5.58174991607666;3.13324999809265;37
12.5;52.5;58;40;35;42;37;53;64;55;53;45;39;43;49;0.316249996423721;1.23450005054474;4.42950010299683;8.66300010681152;13.7762498855591;16.6892509460449;18.7912502288818;18.4055004119873;14.2014999389648;9.53425025939941;4.56150007247925;1.48374998569489;33
17.5;52.5;58;29;22;30;32;48;63;75;59;46;35;37;38;-1.56200003623962;-0.894999980926514;3.13450002670288;8.76399993896484;13.5797500610352;16.7457504272461;18.6704998016357;18.0625;13.6082496643066;8.53950023651123;3.61925005912781;-0.417250007390976;111
22.5;52.5;61;27;24;28;34;50;69;74;66;52;40;36;36;-3.1949999332428;-2.65949988365173;1.90775001049042;7.77775001525879;13.3194999694824;16.2392501831055;17.7952499389648;17.308500289917;12.7252502441406;7.7977499961853;2.3435001373291;-1.20325005054474;128
27.5;52.5;61;39;34;36;40;59;79;86;66;54;48;48;45;-4.50449991226196;-3.75025010108948;0.563499987125397;7.25699996948242;13.0710000991821;16.2842502593994;17.5377502441406;16.6767501831055;11.9487495422363;6.77699995040894;0.988749980926514;-2.67424988746643;143
32.5;52.5;61;38;31;35;41;49;80;86;68;53;45;53;47;-6.67024993896484;-6.10649967193604;-0.83950001001358;6.7975001335144;13.4522495269775;16.6512508392334;17.9322490692139;16.8529987335205;11.7317495346069;5.77349996566772;-0.154500007629395;-4.41100025177002;163
37.5;52.5;60;34;27;27;35;47;71;76;56;48;42;44;39;-8.69950008392334;-8.36900043487549;-4.18149995803833;6.56125020980835;14.8479995727539;17.9114990234375;19.9479999542236;17.9832496643066;12.4709997177124;6.01824998855591;-0.547250032424927;-4.43849992752075;177
42.5;52.5;59;40;31;28;31;38;54;66;45;47;46;53;49;-10.731499671936;-9.45450019836426;-4.49100017547607;7.08974981307983;14.4047498703003;17.8859996795654;19.3420009613037;17.9990005493164;12.3520002365112;4.66349983215332;-2.3677499294281;-6.47774982452393;146
47.5;52.5;60;51;35;33;36;37;52;57;48;44;46;60;56;-10.972749710083;-12.3450002670288;-8.06424999237061;6.54524993896484;15.7504997253418;19.4907493591309;21.1772499084473;20.1439990997314;14.9897499084473;7.71175003051758;0.635500013828278;-7.26900005340576;132
52.5;52.5;51;33;24;22;28;29;53;48;40;36;43;40;39;-12.3715000152588;-11.8020000457764;-6.68125009536743;6.67649984359741;14.83899974823;19.6222496032715;21.4044990539551;19.2192497253418;13.8284997940063;4.44250011444092;-3.57599997520447;-9.43849945068359;170
57.5;52.5;48;38;30;32;38;40;60;63;53;49;55;50;48;-13.9969997406006;-13.0477495193481;-7.33400011062622;3.16449999809265;10.4832496643066;15.1277503967285;17.1070003509521;15.1677503585815;9.49724960327148;2.19775009155273;-6.53975009918213;-11.2735004425049;608
62.5;52.5;44;17;13;11;20;28;36;45;34;24;26;24;23;-15.2545003890991;-15.4402503967285;-8.5305004119873;4.92799997329712;13.758749961853;19.6420001983643;20.9057502746582;18.1572513580322;12.20924949646;3.36199998855591;-6.37550020217896;-12.55774974823;205
67.5;52.5;45;20;15;12;19;29;36;48;34;26;24;23;22;-15.5157499313354;-15.8072500228882;-9.31824970245361;4.08374977111816;12.517749786377;18.4500007629395;19.7707500457764;16.9012489318848;10.9364995956421;2.9302499294281;-7.42775011062622;-13.1490001678467;317
72.5;52.5;48;18;14;11;18;30;38;51;36;23;25;24;20;-15.5607500076294;-16.4927501678467;-8.75174999237061;4.82224988937378;12.5112495422363;18.8737487792969;20.9527492523193;17.6909999847412;11.9689998626709;3.10224986076355;-6.75624990463257;-13.1964998245239;212
77.5;52.5;45;20;13;9;16;25;35;51;35;20;25;22;20;-16.7899990081787;-16.2110004425049;-8.63300037384033;5.46325016021729;13.5602502822876;19.8449993133545;21.6682510375977;18.6405010223389;12.2805004119873;3.90200018882751;-6.77475023269653;-13.826000213623;129
82.5;52.5;58;28;24;19;29;48;47;66;53;37;41;38;33;-15.2095003128052;-14.8472499847412;-8.34450054168701;4.40924978256226;12.8547496795654;18.433500289917;20.3002490997314;17.4645004272461;11.456000328064;3.55675005912781;-6.65875005722046;-12.910249710083;194
87.5;52.5;60;24;21;23;60;103;103;117;118;88;74;51;38;-13.9407501220703;-12.0419998168945;-6.12375020980835;2.24825000762939;8.63399982452393;14.706000328064;16.91575050354;14.6599998474121;8.82950019836426;1.33749997615814;-8.15075016021729;-11.7805004119873;661
92.5;52.5;56;25;18;22;45;66;82;125;118;73;54;48;40;-19.2360000610352;-15.2067499160767;-9.11824989318848;-0.199750006198883;6.16625022888184;12.4355001449585;14.5887498855591;12.4567499160767;6.2960000038147;-2.31349992752075;-11.1120004653931;-17.7657508850098;1152
97.5;52.5;55;6;4;7;21;35;64;101;81;45;20;10;7;-25.4545001983643;-23.1019992828369;-15.4425001144409;-4.25124979019165;3.36949992179871;9.28625011444092;11.7220001220703;9.50524997711182;3.16000008583069;-5.87799978256226;-16.3665008544922;-23.5682506561279;1596
102.5;52.5;53;8;6;9;24;43;77;123;107;61;22;14;10;-16.6542491912842;-14.9082498550415;-9.48674964904785;-1.34449994564056;6.49650001525879;12.4032497406006;14.9592504501343;12.8439998626709;6.5622501373291;-1.15024995803833;-10.0649995803833;-14.3129997253418;1007
107.5;52.5;51;4;3;4;11;19;52;84;74;35;10;10;9;-20.2697505950928;-18.2582492828369;-11.15625;-3.45825004577637;4.64674997329712;11.4342498779297;12.8337497711182;12.0535001754761;5.86474990844727;-2.92525005340576;-10.5092496871948;-15.1777496337891;1041
112.5;52.5;53;2;2;4;15;27;64;106;89;41;10;6;3;-24.9349994659424;-20.8327503204346;-12.6265001296997;-2.74049997329712;5.55949974060059;12.2012500762939;14.8442497253418;12.3862495422363;5.44649982452393;-3.74850010871887;-14.08899974823;-21.257999420166;1086
117.5;52.5;48;3;4;6;16;30;67;102;91;44;12;9;6;-27.2059993743896;-22.34375;-12.3372497558594;-0.65200001001358;7.96350002288818;14.3052501678467;16.6077499389648;14.2229995727539;6.67600011825562;-3.26049995422363;-15.6017503738403;-24.6822490692139;768
122.5;52.5;48;4;5;9;25;38;81;127;113;57;20;11;6;-28.2152500152588;-23.5345001220703;-13.2142496109009;-1.59274995326996;7.06524991989136;13.9172496795654;16.7037506103516;14.1549997329712;6.70300006866455;-3.81699991226196;-17.6217498779297;-26.9872493743896;724
127.5;52.5;46;5;4;8;28;43;81;130;113;65;23;12;8;-26.6592502593994;-21.419750213623;-12.8505001068115;0.356499999761581;9.76900005340576;16.9572505950928;19.6175003051758;16.9190006256104;10.1020002365112;-0.429250001907349;-14.8514995574951;-24.8462505340576;294
132.5;52.5;39;7;5;14;44;75;105;163;157;89;41;20;9;-26.8015003204346;-24.6049995422363;-15.8127498626709;-5.02325010299683;2.88350009918213;10.8847503662109;13.5117502212524;11.7694997787476;4.78074979782104;-5.76774978637695;-19.0820007324219;-25.5319995880127;1168
137.5;52.5;43;15;11;18;36;61;68;99;99;75;54;26;19;-23.7894992828369;-21.2654991149902;-13.7954998016357;-4.1725001335144;3.25600004196167;10.6920003890991;13.8039999008179;12.8879995346069;6.41475009918213;-3.1652500629425;-15.0097503662109;-21.6737499237061;685
142.5;52.5;33;30;30;34;35;54;43;65;84;84;91;48;46;-21.1609992980957;-18.1089992523193;-11.6497497558594;-2.82824993133545;3.30425000190735;11.0509996414185;15.0972499847412;14.8870000839233;10.5679998397827;2.89525008201599;-8.16349983215332;-17.8505001068115;71
157.5;52.5;26;69;59;52;52;50;57;75;109;105;141;100;75;-10.9962501525879;-11.0614995956421;-9.95975017547607;-3.80975008010864;1.09500002861023;6.94500017166138;10.6464996337891;10.8647499084473;7.39599990844727;2.41950011253357;-5.09749984741211;-9.08600044250488;441
-122.5;47.5;2;150;118;110;73;44;38;22;28;44;84;158;168;4.74550914764404;5.776047706604;7.12335348129272;9.06526947021484;11.7982034683228;14.2568864822388;16.3988018035889;16.9233531951904;14.8479042053223;10.8005990982056;6.92035913467407;4.81077861785889;81
-117.5;47.5;59;55;43;42;35;41;33;19;19;22;29;58;63;-2.23725008964539;0.353249996900558;3.84525012969971;7.65374994277954;11.8955001831055;15.4954996109009;18.8472499847412;19.1812496185303;14.2954998016357;8.10124969482422;1.91474997997284;-1.94550001621246;743
-112.5;47.5;58;18;14;19;32;66;59;36;39;33;21;16;18;-4.47849988937378;-2.4282500743866;0.959500014781952;5.44549989700317;10.3507499694824;15.0132503509521;18.4037494659424;18.199499130249;12.8909997940063;7.89949989318848;0.582000017166138;-3.31725001335144;1332
-107.5;47.5;49;12;9;14;30;63;56;41;34;36;18;8;12;-8.82499980926514;-4.89874982833862;0.191750004887581;6.43575000762939;12.0944995880127;17.1410007476807;20.3547496795654;20.1494998931885;14.0322504043579;7.53224992752075;-1.24150002002716;-6.66149997711182;945
-102.5;47.5;47;11;10;17;41;64;85;57;42;42;30;16;11;-11.9844999313354;-7.70674991607666;-2.07424998283386;5.63499975204468;12.5384998321533;17.6375007629395;20.7422504425049;19.9265003204346;14.0677499771118;7.11100006103516;-2.38324999809265;-9.18225002288818;660
-97.5;47.5;56;17;13;25;38;56;80;64;68;49;42;19;14;-14.9729995727539;-10.8999996185303;-3.91875004768372;5.42950010299683;13.4694995880127;18.6472511291504;20.5249996185303;19.8769989013672;14.3315000534058;7.3287501335144;-2.95749998092651;-11.1137504577637;316
-92.5;47.5;52;22;16;29;49;72;105;103;94;86;65;36;22;-15.2752494812012;-11.7642498016357;-4.74700021743774;3.34549999237061;10.8280000686646;15.8985004425049;18.652250289917;17.5825004577637;12.5635004043579;6.17024993896484;-2.70499992370605;-10.9209995269775;421
-87.5;47.5;0;72;45;52;48;72;74;76;80;101;89;72;66;-6.33774995803833;-6.49650001525879;-2.12999987602234;2.44700002670288;6.33450031280518;9.86999988555908;14.4355001449585;16.6264991760254;13.6424999237061;7.61824989318848;1.34500002861023;-3.49725008010864;180
-82.5;47.5;48;46;41;52;55;76;85;80;92;88;80;65;56;-15.5190000534058;-13.2585000991821;-7.34000015258789;1.34124994277954;9.09000015258789;14.4742498397827;17.1464996337891;15.621000289917;11.0915002822876;5.06099987030029;-2.67775011062622;-11.5270004272461;430
-77.5;47.5;43;61;56;59;58;75;98;112;106;111;79;85;74;-15.9254999160767;-14.2877502441406;-7.86824989318848;0.819499969482422;8.60850048065186;14.5019998550415;17.1867504119873;16.019250869751;11.3017501831055;5.17749977111816;-2.04399991035461;-11.1327495574951;353
-72.5;47.5;40;76;66;70;77;97;109;134;112;116;99;101;92;-15.6057500839233;-13.6409997940063;-7.00474977493286;0.948499977588654;8.91250038146973;14.4457502365112;17.3374996185303;15.8435001373291;10.9082498550415;4.82175016403198;-2.3987500667572;-11.5677499771118;367
-67.5;47.5;41;83;65;69;65;85;98;122;107;98;92;91;93;-14.2897500991821;-12.9484996795654;-6.19099998474121;0.904749989509583;8.75524997711182;14.0797500610352;17.342248916626;16.8392505645752;11.1007499694824;5.22949981689453;-0.983749985694885;-9.32824993133545;326
-2.5;47.5;0;91;75;62;57;60;43;41;44;65;83;98;93;6.5838794708252;6.9169397354126;8.88688468933105;10.4360656738281;13.7814207077026;16.292896270752;18.620491027832;18.8489074707031;16.6702194213867;13.4084701538086;9.5767765045166;7.62295055389404;18
2.5;47.5;61;63;61;55;54;75;63;59;53;62;70;66;68;2.95600008964539;3.48175001144409;6.85400009155273;8.95600032806396;13.2737503051758;16.2862491607666;18.8877506256104;18.6455001831055;14.9799995422363;11.258749961853;6.16499996185303;3.66700005531311;271
7.5;47.5;66;81;82;76;90;112;120;109;101;89;92;98;98;0.381249994039536;1.16425001621246;4.3897500038147;7.34324979782104;12.0952501296997;15.1890001296997;17.66575050354;17.2217502593994;13.4037504196167;8.8117504119873;3.71475005149841;1.07675004005432;595
12.5;47.5;70;69;64;82;87;112;155;173;153;107;82;86;82;-3.69050002098083;-2.87275004386902;0.0382499992847443;3.1782500743866;8.36849975585938;11.0442504882812;13.2624998092651;13.3175001144409;9.93124961853027;5.87599992752075;0.0562500022351742;-2.94250011444092;1366
17.5;47.5;71;30;24;30;42;50;67;57;64;54;40;49;39;-0.482749998569489;1.22074997425079;5.74525022506714;10.3147497177124;15.6217498779297;18.3802490234375;20.3129997253418;20.1512508392334;15.8577499389648;10.303750038147;4.41175031661987;1.03299999237061;154
22.5;47.5;66;42;36;39;49;68;87;73;62;44;40;49;56;-1.50074994564056;0.282000005245209;5.28550004959106;10.2840003967285;15.3987503051758;18.2292499542236;20.238000869751;19.8174991607666;15.5677499771118;10.4545001983643;4.24450016021729;-0.0772500038146973;212
27.5;47.5;61;27;29;29;47;62;89;79;54;48;28;37;32;-2.74699997901917;-1.3125;3.28299999237061;9.97924995422363;15.5255002975464;18.9134998321533;20.5345001220703;19.8525009155273;15.4152498245239;9.75549983978271;3.29999995231628;-0.437250018119812;93
32.5;47.5;53;30;29;24;34;44;59;50;40;33;28;36;35;-3.61949992179871;-2.56699991226196;1.89324998855591;9.27575016021729;15.2370004653931;18.8962497711182;21.2045001983643;20.6012496948242;15.2962493896484;9.04699993133545;2.66674995422363;-1.46200001239777;81
37.5;47.5;46;42;37;34;39;48;59;57;40;38;27;44;56;-4.84600019454956;-3.53274989128113;0.967000007629395;9.38700008392334;15.4252500534058;19.5914993286133;21.8717498779297;20.9087505340576;15.7344999313354;9.60150051116943;3.10750007629395;-1.84549999237061;147
42.5;47.5;44;31;26;26;32;43;50;42;39;33;30;38;40;-4.93875026702881;-4.83699989318848;0.456500023603439;10.1352500915527;15.914999961853;20.4150009155273;23.2017498016357;21.8312492370605;16.330249786377;8.72325038909912;1.54124999046326;-2.36150002479553;67
47.5;47.5;43;17;13;15;19;23;27;22;19;19;17;20;20;-5.62449979782104;-6.42024993896484;0.197750002145767;11.1817502975464;17.4435005187988;23.1037502288818;25.6407508850098;23.4305000305176;17.0027503967285;8.50749969482422;1.27649998664856;-3.27699995040894;-13
52.5;47.5;38;12;10;10;14;15;16;13;12;9;13;16;14;-8.82600021362305;-9.29574966430664;-1.14849996566772;11.4079999923706;18.7042503356934;24.5907497406006;26.8365001678467;24.2502498626709;17.4787502288818;8.09700012207031;0.275499999523163;-5.41324996948242;-23
57.5;47.5;36;16;12;15;19;19;17;13;11;10;14;18;17;-11.3819999694824;-11.4680004119873;-4.11124992370605;9.72249984741211;17.3792495727539;22.4564990997314;25.4734992980957;23.9597492218018;17.2497501373291;6.73600006103516;-0.88400000333786;-6.67500019073486;174
62.5;47.5;41;11;8;11;16;14;13;8;8;8;15;16;14;-12.1719999313354;-12.7957496643066;-4.34525012969971;9.95800018310547;17.6800003051758;23.7430000305176;26.2415008544922;23.3912487030029;16.2719993591309;6.28224992752075;-1.69025003910065;-8.65974998474121;72
67.5;47.5;33;18;12;13;17;17;13;13;9;9;15;15;17;-13.8962497711182;-13.8177499771118;-6.18924999237061;8.80325031280518;15.9082498550415;22.7764987945557;25.0289993286133;22.0727500915527;14.8074998855591;5.50500011444092;-3.21924996376038;-10.594500541687;359
72.5;47.5;35;16;14;16;19;24;20;22;17;7;17;18;19;-14.0767498016357;-13.5142498016357;-6.9210000038147;6.63899993896484;13.74524974823;19.8894996643066;21.9750003814697;19.3330001831055;12.9949998855591;4.50400018692017;-4.47049999237061;-11.1215000152588;730
77.5;47.5;39;18;14;16;22;29;28;31;17;14;24;25;21;-15.1477499008179;-14.2335004806519;-4.2020001411438;6.99749994277954;14.1794996261597;19.5300006866455;22.5275001525879;20.3022499084473;13.9957504272461;4.64024972915649;-3.92974996566772;-11.8792495727539;647
82.5;47.5;48;17;17;20;33;48;45;49;29;27;28;30;23;-10.7784996032715;-10.2892503738403;-5.58174991607666;3.24699997901917;9.87825012207031;15.4182500839233;17.9317493438721;15.875;9.89000034332275;2.3675000667572;-5.9524998664856;-9.10599994659424;1392
87.5;47.5;53;7;5;7;11;14;16;24;16;15;13;12;12;-15.8155002593994;-13.816499710083;-4.86625003814697;7.81975030899048;15.5644998550415;20.7310009002686;22.8815002441406;21.0642509460449;15.0845003128052;6.5792498588562;-3.07424998283386;-12.0122499465942;493
92.5;47.5;43;1;1;2;5;9;15;23;17;7;5;4;2;-22.1044998168945;-16.9167499542236;-5.22825002670288;6.40875005722046;13.7472496032715;20.0694999694824;21.0507507324219;19.2250003814697;13.0817499160767;3.73799991607666;-8.65450000762939;-18.3975009918213;1253
97.5;47.5;40;1;1;4;12;13;35;56;41;20;11;4;2;-26.3050003051758;-23.9044990539551;-17.7124996185303;-3.91000008583069;3.29299998283386;9.02750015258789;10.6999998092651;8.76449966430664;3.23950004577637;-5.10099983215332;-17.0384998321533;-23.6089992523193;2566
102.5;47.5;47;1;1;3;9;22;51;75;66;24;8;3;2;-19.1012496948242;-15.6192502975464;-7.04099988937378;2.64424991607666;10.4252500534058;15.4077501296997;17.089750289917;15.3210000991821;9.01574993133545;1.32924997806549;-8.91075038909912;-16.4029998779297;1429
107.5;47.5;36;1;2;3;7;12;43;76;66;27;6;3;2;-21.9704990386963;-18.1145000457764;-10.2084999084473;0.416250020265579;8.76074981689453;14.7832498550415;16.6877498626709;14.4174995422363;7.73125028610229;-1.04649996757507;-12.1967496871948;-19.2829990386963;1530
112.5;47.5;39;1;1;2;8;16;47;77;69;25;11;4;2;-21.0147495269775;-17.2637500762939;-8.63850021362305;2.07200002670288;10.4875001907349;16.4877490997314;18.3902492523193;16.4715003967285;10.1012496948242;0.982250034809113;-10.4045000076294;-17.7269992828369;1088
117.5;47.5;39;2;2;3;10;13;33;73;63;27;9;4;3;-22.6984996795654;-19.1287498474121;-9.3439998626709;2.84249997138977;11.4632501602173;18.3712501525879;20.9610004425049;18.5027503967285;10.905499458313;1.60625004768372;-10.6534996032715;-19.5300006866455;681
